,ZCR,Energy,Centroid,Variance,Skewness,Kurtosis,Label
0,0.0367346927524,139.537780762,0.10199637711,0.0222164019942,2.2641248703,4.70937871933,0.0
1,0.0293650794774,67.298324585,0.0370785333216,0.00166763924062,4.91376399994,51.4497337341,0.0
2,0.0462585017085,5.67253351212,0.0604021474719,0.00531227281317,3.93589639664,23.5914764404,0.0
3,0.0336734689772,13.8022432327,0.053685195744,0.00498718209565,5.41800117493,40.1104660034,0.0
4,0.0256235823035,15.3212442398,0.0322529301047,0.00154500338249,7.21933364868,99.6774597168,0.0
5,0.0286848079413,94.5058288574,0.135721683502,0.0367592796683,1.51741194725,1.16098117828,0.0
6,0.0273242630064,14.5332212448,0.0600005611777,0.00921398028731,3.44911980629,13.9896316528,0.0
7,0.0405895709991,9.85202312469,0.0447583533823,0.00321400840767,5.89202404022,54.3599586487,0.0
8,0.0402494333684,28.6380901337,0.0600577294827,0.00523144891486,3.37681341171,17.8076667786,0.0
9,0.0352607704699,92.9428253174,0.12388651818,0.0218280851841,1.5528254509,2.03221750259,0.0
10,0.0286848079413,2.50244379044,0.0597143359482,0.00900292210281,4.29697656631,22.8609542847,0.0
11,0.0360544212162,0.341228872538,0.0953344702721,0.0211846511811,2.28477406502,5.54310798645,0.0
12,0.0191609971225,96.4545974731,0.0455073677003,0.00750938942656,5.96361064911,44.243812561,0.0
13,0.0155328800902,24.0033626556,0.025288792327,0.00136021547951,8.28931808472,127.092987061,0.0
14,0.00895691569895,0.3120893538,0.0337797813118,0.00856744218618,6.01759433746,40.2993354797,0.0
15,0.0270975064486,103.390182495,0.0634111389518,0.0116028822958,3.25315070152,11.9367761612,0.0
16,0.0333333350718,20.1501674652,0.0516770631075,0.00750074116513,5.43576049805,35.4734039307,0.0
17,0.0341269858181,88.5232467651,0.050797238946,0.00308207073249,2.63520693779,12.1042661667,0.0
18,0.0298185944557,1.30262458324,0.0358777157962,0.00736749451607,6.92845582962,52.077255249,0.0
19,0.0298185944557,93.0889434814,0.0433650389314,0.00401407200843,4.4183344841,27.2901573181,0.0
20,0.0376417227089,217.689971924,0.130674645305,0.0310270115733,1.58287537098,1.57008171082,0.0
21,0.0181405898184,0.76128923893,0.0483345165849,0.00907689519227,4.61648416519,24.9643955231,0.0
22,0.0218820869923,2.99744534492,0.0493525154889,0.00662240525708,4.56721305847,28.3221168518,0.0
23,0.0136054418981,0.0895479544997,0.0474031716585,0.0136573072523,4.53210163116,21.7535171509,0.0
24,0.0208616778255,0.200296089053,0.0604911968112,0.0148248290643,4.13985157013,18.2848339081,0.0
25,0.0137188211083,59.8056526184,0.0356877371669,0.00360546866432,6.16406011581,54.5583572388,0.0
26,0.0297052152455,56.8233184814,0.0614420026541,0.00638375803828,3.09280514717,13.223865509,0.0
27,0.0475056692958,18.6153354645,0.0469365529716,0.00277552241459,5.85506439209,56.654006958,0.0
28,0.0349206365645,5.86454629898,0.0619526430964,0.00485206162557,2.53365159035,12.0787849426,0.0
29,0.0321995466948,0.0888574570417,0.0567413978279,0.0145708387718,4.28858661652,19.2751998901,0.0
30,0.0295918360353,162.860900879,0.0545298345387,0.00462827784941,2.75866889954,11.5962228775,0.0
31,0.0160997733474,28.4472389221,0.102366633713,0.0284329373389,2.28430461884,4.93533945084,0.0
32,0.0353741496801,5.87520599365,0.042914621532,0.00223970320076,5.89004802704,69.0176925659,0.0
33,0.0285714287311,19.3563804626,0.142351970077,0.039451405406,1.56042337418,1.56599664688,0.0
34,0.0287981852889,9.67523765564,0.0408050380647,0.00184166978579,5.38338899612,60.9823913574,0.0
35,0.196258500218,7.61054325104,0.312295734882,0.0494389347732,0.46302613616,-0.599532842636,0.0
36,0.0459183678031,124.613838196,0.100224390626,0.0114403525367,1.58632993698,2.83319711685,0.0
37,0.0204081628472,94.5358123779,0.0671103745699,0.0124977510422,2.58765125275,7.04913711548,0.0
38,0.0240362808108,24.8188419342,0.160974815488,0.0446458943188,1.54289615154,1.42645359039,0.0
39,0.0341269858181,324.484832764,0.0666222125292,0.0100926030427,3.62497329712,15.4124641418,0.0
40,0.0188208613545,2.03617691994,0.0324057713151,0.00271767796949,8.30823993683,95.804145813,0.0
41,0.0126984128729,6.60965585709,0.0230693910271,0.00163698079996,11.7449436188,193.722259521,0.0
42,0.0265306122601,15.112288475,0.0442896857858,0.00359472772107,5.59019470215,46.8630943298,0.0
43,0.0250566899776,146.147872925,0.0715204179287,0.0136438114569,4.3842663765,23.4767074585,0.0
44,0.0250566899776,94.0768203735,0.0412654839456,0.00253611151129,3.84552383423,25.6130256653,0.0
45,0.0446712002158,4.56492757797,0.140048697591,0.0377051867545,1.63102519512,1.6007194519,0.0
46,0.0356009081006,7.0909948349,0.0482790209353,0.00861899554729,5.6586856842,35.0326957703,0.0
47,0.0314058959484,3.94204950333,0.0522587895393,0.00516455434263,5.232858181,38.3856124878,0.0
48,0.0205215420574,208.388748169,0.0197225119919,0.000469355814857,21.239074707,664.194274902,0.0
49,0.0248299315572,4.62878227234,0.0393308252096,0.00247693015262,6.00368070602,67.2095336914,0.0
50,0.025850340724,147.373458862,0.0403532609344,0.00258732493967,5.18707847595,45.3121757507,0.0
51,0.0242630392313,754.88092041,0.0649999380112,0.0136211141944,3.62907385826,14.2464828491,0.0
52,0.182993203402,2.40827512741,0.316587418318,0.160858973861,0.852042973042,-1.17886984348,0.0
53,0.0202947854996,3.47393202782,0.0407258085907,0.00333655835129,5.58040189743,50.3592948914,0.0
54,0.0162131525576,340.555725098,0.0334198884666,0.00248363148421,4.10237216949,25.8590641022,0.0
55,0.0337868481874,12.2792806625,0.121836982667,0.0325806997716,1.61222243309,1.52818489075,0.0
56,0.019387755543,4.185069561,0.0382859259844,0.00482879113406,7.12117576599,60.5134773254,0.0
57,0.0395691618323,186.945800781,0.0639562308788,0.00589205417782,3.20629239082,15.1707267761,0.0
58,0.067120179534,324.636871338,0.169783651829,0.0332401804626,1.28543889523,0.70281291008,0.0
59,0.0408163256943,11.6819219589,0.20706397295,0.0618272982538,1.16467297077,0.0834295749664,0.0
60,0.0291383229196,5.47929954529,0.0399569831789,0.0022054258734,5.15395307541,54.8232574463,0.0
61,0.0123582771048,2.2319149971,0.0215951409191,0.00217255717143,10.9413776398,160.811737061,0.0
62,0.0260770972818,1.37564694881,0.0509725362062,0.00973397120833,4.83642864227,25.7437114716,0.0
63,0.0218820869923,5.58921575546,0.0387982428074,0.00203989632428,4.8123588562,52.2939949036,0.0
64,0.0204081628472,0.345742404461,0.070158533752,0.0239218845963,3.62720108032,13.2306423187,0.0
65,0.0592970512807,102.932556152,0.217217370868,0.0591455176473,1.01394581795,-0.240764856339,0.0
66,0.0148526076227,226.084915161,0.0520862154663,0.00782452523708,3.53475236893,15.3249435425,0.0
67,0.0182539690286,15.6250743866,0.0605960637331,0.012218314223,3.20054483414,11.150390625,0.0
68,0.00952380988747,2.25738310814,0.02715013735,0.00739353569224,6.6640381813,48.5937767029,0.0
69,0.125510200858,32.1383476257,0.390763193369,0.0800541564822,0.0581452250481,-1.32267558575,0.0
70,0.0545351468027,19.3029441833,0.0646861195564,0.00758766150102,4.00501060486,19.2870521545,0.0
71,0.033560089767,11.2175931931,0.0477305017412,0.00576625810936,5.82857942581,41.5572738647,0.0
72,0.0269841272384,26.8958301544,0.074587546289,0.0121215060353,2.55445694923,6.79548168182,0.0
73,0.0280045345426,118.168815613,0.0586711987853,0.00880965217948,3.4133951664,13.3773365021,0.0
74,0.0185941047966,0.758406221867,0.0507368631661,0.00805666018277,4.566157341,26.7690448761,0.0
75,0.0293650794774,214.454437256,0.072052128613,0.0129266604781,3.24823713303,11.4118146896,0.0
76,0.0382086150348,39.2315254211,0.0687471628189,0.00643607554957,3.85991096497,21.8153266907,0.0
77,0.0221088435501,60.1683006287,0.0423788800836,0.00267774192616,3.61271953583,23.4237041473,0.0
78,0.0142857143655,55.3828887939,0.035374045372,0.00278300698847,4.28581285477,34.1586799622,0.0
79,0.025850340724,13.7807455063,0.07498306036,0.0149384941906,3.30936169624,11.4574050903,0.0
80,0.0343537405133,69.540435791,0.0447335727513,0.00290750735439,4.67177867889,34.0448417664,0.0
81,0.0792516991496,10.1833724976,0.149016603827,0.0254548881203,1.51026117802,2.02890110016,0.0
82,0.0416099764407,19.6310539246,0.0991749092937,0.0246978197247,3.33888578415,11.9880962372,0.0
83,0.0353741496801,12.5056180954,0.0525557212532,0.00417134165764,5.10680627823,40.4440116882,0.0
